Index,Ticket ID,Customer Plan,Ticket Subject,Ticket Text,Priority Hint
4074,IwJY5ztNQp,Enterprise,Company matching missed records,"While preparing accounts from two CRMs for a deadline, we found the duplicate groups look too strict. The upload file is a UTF-8 CSV created this morning. I can share a sample row if needed. Is there a way to keep the newest value?",Low
4075,WQTptk0vtT,Free,Unexpected charge on invoice,A teammate checked a canceled add-on and found the renewal date is tomorrow. The upload file is a Excel export created this morning. We need this before a customer meeting. Please confirm the active seats and let me know the next step.,High
4076,ic5PlhKkCe,Pro,Unexpected charge on invoice,"During a cleanup involving a canceled add-on, we found the receipt does not match our purchase order. This started after we exported from Airtable. The sales team is waiting for the cleaned file. Is there a way to confirm the active seats?",Urgent
4077,qg3tdJ95CP,Enterprise,Unexpected charge on invoice,We ran into an issue with a duplicate subscription: the invoice was already sent to finance. The affected rows are mostly from Germany. This is blocking today's cleanup work. What should we check before we send a revised receipt?,Medium
4078,J9omW4OPYa,Business,Large export is slow,"Our team is working on a full product table, and we found the progress bar has not moved. We are using Firefox on iPadOS. The affected rows are mostly from the United Kingdom. It is not urgent, but it affects several users. Is there a way to speed up the export?",Low
4079,H2it2G7vaR,Starter,Billing amount looks wrong,"We ran into an issue with a duplicate subscription: the change was made last month. The upload file is a semicolon CSV created yesterday. We are using Safari on macOS. We can work around it today, but need a reliable fix. Could you help us correct the invoice?",Medium
4080,bP7nlvvSvP,Free,Need CSV export before meeting,We ran into an issue with a 200k-row collection: the progress bar has not moved. We are using Safari on Windows. The affected rows are mostly from Spain. The sales team is waiting for the cleaned file. Is there a way to export only visible columns?,Medium
4081,A6J98pIcVT,Free,Commas broke my import,The workflow related to a webinar attendee list reported semicolon delimiters from our ERP. The upload file is a UTF-8 CSV created this morning. The same workflow worked last week. Is there a way to keep multiline notes in one column?,Low
4082,LzW0KBozww,Enterprise,Prompt library request,"After checking research prompts, we saw that we run the same prompt every week. We are using Safari on Windows. It is not urgent, but it affects several users. Can you confirm whether you can lock approved prompts?",Medium
4083,JCOEGy2pvu,Free,Auto-run stopped processing rows,"While preparing website URLs for a deadline, we found the run stopped overnight. The workspace has 3 active users. The issue affects one workspace, but not another. Could you help us explain the error?",Medium
4084,fo52ybtRuy,Starter,Locked out after email change,"I need help with a contractor login because we found the old email is no longer active. The upload file is a Excel export created last Friday. It is not urgent, but it affects several users. Can you confirm whether you can check the SSO configuration?",Medium
4085,LLCIzqvL6A,Enterprise,CSV columns shifted after upload,"The workflow related to a vendor list reported line breaks inside addresses. The workspace has 58 active users. The issue affects one workspace, but not another. Can you confirm whether you can identify the failed rows?",Low
4086,S6N0irJE6I,Enterprise,Large export is slow,A teammate checked an enriched company table and found the download link expired. This started after we exported from Pipedrive. We are testing this on a small file before running the full import. What should we check before we export only visible columns?,High
4087,yNI5qJ87uo,Enterprise,Cannot access workspace,"While preparing the owner account for a deadline, we found the browser shows a permission error. The workspace has 3 active users. The affected rows are mostly from Germany. We are testing this on a small file before running the full import. Can you help us send a recovery link?",High
4088,dsRC9TNWmY,Starter,Duplicates are not detected,I need help with leads from event lists because we found some rows have empty phone numbers. The workspace has 3 active users. Finance is waiting for an answer. What should we check before we merge the best values?,Medium
4089,hvAaiw3Bpr,Starter,Locked out after email change,"After checking the owner account, we saw that the browser shows a permission error. The affected rows are mostly from France. We can work around it today, but need a reliable fix. Can you confirm whether you can transfer ownership?",Urgent
4090,xBpjIj5K2D,Pro,Duplicates are not detected,"We ran into an issue with domains with tracking parameters: the same company appears with local branches. The file has 1,200 rows and 120 columns. It is not urgent, but it affects several users. Is there a way to tune the matching rules?",Urgent
4091,Q8HbTPq83S,Enterprise,Large export is slow,"The workflow related to an enriched company table reported the download link expired. The upload file is a semicolon CSV created after a scheduled sync. We can work around it today, but need a reliable fix. Is there a way to send a fresh download link?",Low
